Days Since,Date,Boulder Name,Area,Sub Area,V Grade,Euro Grade,Stars,Soft/Hard,Flash,Attempts,Minutes,Sessions,8a.nu Points,Final Time,Comment,FA,Athletic,Cruxy,Slopey,Crimpy,Sharp,Technical,Power,Endurance,Overhang,Vertical,Slab,Roof,Scary
888,2022-12-28,"""Alf in a Blender ""","""Hueco Tanks""","""East Spur""",6.0,"""7A""",55,"""HARD""",,20,90,1,700,15:00:00,"""DESCRIPTORS: CRUXY | SLOPEY |

20 Attempts | 90 Minutes | 1 Sessions

Session #1 on 2022-12-28 at 13:30:00. 20 attempts, over 90 minutes. 
	I don't fucking know. It was a weird experience. p.s. i think bear grylls could do nobody gets out of here alive. 

Comment by Caitlin Maloney.

This is maybe the stiffest problem in Hueco I've done? Probably bypassing Squirm? It was even hard for Conor too, that's when I know it's messed up.""",,,"""CRUXY""","""SLOPEY""",,,,,,,,,,
890,2022-12-26,"""Shooting for the Hole""","""Hueco Tanks""","""East Spur""",5.0,"""6C""",60,,"""FLASH""",1,1,1,650,11:16:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-12-26 at 11:15:00. 1 attempts, over 1 minutes. 
	BOULDERS CLIMBING! I love when you're allowed to use other rocks to do a problem. It reminds me how silly this sport is.""",,,,,,,,,,,,,,
893,2022-12-23,"""That Hi-Pro Glow""","""Hueco Tanks""","""East Spur""",6.0,"""7A""",55,,,10,90,1,700,14:30:00,"""DESCRIPTORS:

10 Attempts | 90 Minutes | 1 Sessions

Session #1 on 2022-12-23 at 13:00:00. 10 attempts, over 90 minutes. 
	Punted once when my hands froze out and I was afraid I wouldn't be able to open my hand before grabbing the jug. The sat in the sun for a while and did it eventually, but still froze out on the upper jugs. Casey and Sage both did it as well which was sick as.""",,,,,,,,,,,,,,
896,2022-12-20,"""Brutus""","""Hueco Tanks""","""East Mountain""",5.0,"""6C""",45,,,3,10,1,600,11:10:00,"""DESCRIPTORS:

3 Attempts | 10 Minutes | 1 Sessions

Session #1 on 2022-12-20 at 11:00:00. 3 attempts, over 10 minutes. 
	Casey made me do it.""",,,,,,,,,,,,,,
1023,2022-08-15,"""Houdini""","""Squamish""","""North Walls""",8.0,"""7B+""",60,,,18,100,2,850,9:40:00,"""DESCRIPTORS:

18 Attempts | 100 Minutes | 2 Sessions

Session #1 on 2022-08-14 at 15:15:00. 15 attempts, over 90 minutes. 
	Got all the moves, just didn't have the juice to finish it off. Hopefully will come back tomorrow before heading out and can get it done.

Session #2 on 2022-08-15 at 09:30:00. 3 attempts, over 10 minutes. 
	Whoop! Really happy to finish this off. The underheel is so cool.""",,,,,,,,,,,,,,
1024,2022-08-14,"""Wild Kingdom""","""Squamish""","""North Walls""",3.0,"""6A""",50,,"""FLASH""",1,1,1,450,15:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-08-14 at 15:00:00. 1 attempts, over 1 minutes. 
	Good gym style warmup.""",,,,,,,,,,,,,,
1024,2022-08-14,"""Stomach Acid""","""Squamish""","""Biker Boulders""",6.0,"""7A""",55,,,10,75,1,700,21:15:00,"""DESCRIPTORS:

10 Attempts | 75 Minutes | 1 Sessions

Session #1 on 2022-08-14 at 20:00:00. 10 attempts, over 75 minutes. 
	Kinda cool? Kinda felt like a gym climb....with a couple small sharp holds. Ended up doing it with a headlamp and my phone flashlight lighting up the holds. It wasn't thaaat dark, but the forest kept out most of the light. Also bailed after standing on the ledge, going to the top looks chossy?""",,,,,,,,,,,,,,
1025,2022-08-13,"""Phantom Menace""","""Squamish""","""Paradise Valley""",6.0,"""7A""",75,"""HARD""",,72,250,5,700,12:10:00,"""DESCRIPTORS:

72 Attempts | 250 Minutes | 5 Sessions

Session #1 on 2012-07-30 at 00:00:01. 20 attempts, over 60 minutes. 
	Backfill Comment #1

Session #2 on 2013-08-13 at 00:00:01. 20 attempts, over 60 minutes. 
	Backfill Comment #2

Session #3 on 2015-08-21 at 00:00:01. 20 attempts, over 60 minutes. 
	Backfill Comment #3

Session #4 on 2022-07-20 at 14:00:00. 10 attempts, over 60 minutes. 
	I am starting to think I will never ever do this. It's so hard. I've never gotten more than ~18 inches of the ground. Felt kind of close once though, but then I dry fired bad and my fingies stung for like 20 minutes.

Session #5 on 2022-08-13 at 12:00:00. 2 attempts, over 10 minutes. 
	Another nemesis slayed! Actually felt V6 today. Was it because it was cooler? Or because I'm no longer off the couch? Also changed the beta to a one-foot instead of two-foot stand, because that's my move. Top is fun :)""",,,,,,,,,,,,,,
1026,2022-08-12,"""Badang, Badang""","""Squamish""","""North Walls""",4.0,"""6B""",30,,"""FLASH""",1,1,1,550,13:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-08-12 at 13:00:00. 1 attempts, over 1 minutes. 
	A total pile haha. Abril was curious so we walked up to check it out and it looked bad. Figured since we were already up there I'd give it the no-pad-street-shoe flash attempt. Dabbed a couple times since I mostly campused, and made it look really ugly, but I'm not sure if it'd be any better with ""good"" beta.""",,,,,,,,,,,,,,
1026,2022-08-12,"""Hello, My Name Is""","""Squamish""","""North Walls""",3.0,"""6A""",40,,,10,20,1,400,13:50:00,"""DESCRIPTORS:

10 Attempts | 20 Minutes | 1 Sessions

Session #1 on 2022-08-12 at 13:30:00. 10 attempts, over 20 minutes. 
	One day I will be able to quickly do dynos. Today was not that day.""",,,,,,,,,,,,,,
1026,2022-08-12,"""Bear Trap""","""Squamish""","""North Walls""",2.0,"""5C""",65,"""HARD""",,10,45,1,350,14:45:00,"""DESCRIPTORS: CRIMPY |

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2022-08-12 at 14:00:00. 10 attempts, over 45 minutes. 
	If Superdyke is the hardest V3, and Kung Fu Fighter is the hardest V4/5, this is probably my choice for hardest V2 (unless I did it wrong). That crimp is not V2 sized! Pretty fun though, would almost argue for this to be Top 100 between the combination of a pretty good climb and a really cool looking wall.""",,,,,"""CRIMPY""",,,,,,,,,
1027,2022-08-11,"""Lounge Act""","""Squamish""","""Grand Wall""",6.0,"""7A""",75,,,33,165,4,700,19:15:00,"""DESCRIPTORS: CRIMPY |

33 Attempts | 165 Minutes | 4 Sessions

Session #1 on 2015-08-15 at 13:00:00. 10 attempts, over 45 minutes. 
	Mackenzie's first day in Squamish (she did it)

Session #2 on 2017-08-16 at 15:00:00. 10 attempts, over 60 minutes. 
	With Teddy/Jolie; Jolie did it; tall man beta doesn't work for me

Session #3 on 2022-07-22 at 19:30:00. 10 attempts, over 45 minutes. 
	Got all the moves at the end of the day. Not enough skin/energy/strength to put it all together, but it's possible which I wasn't sure about before!

Session #4 on 2022-08-11 at 19:00:00. 3 attempts, over 15 minutes. 
	Yesterday I broke through a barrier that has been staring at me for almost a decade. Today I did a V6 tht has never been in any version of the Top 100. I may have felt more satisfaction from this one. This has been near the top of my list each of the last handful of times I've come to Squamish and outside of one fluke go I've never felt close. Today it just felt good. I don't know if I'm stronger, or it was colder, or the breeze was at just the right angle, but it just *worked*. Stoked.""",,,,,"""CRIMPY""",,,,,,,,,
1028,2022-08-10,"""The Perfect Cave""","""Squamish""","""North Walls""",11.0,"""8A""",65,,,145,720,6,1000,20:45:00,"""DESCRIPTORS: CRUXY | CRIMPY | POWER | OVERHANG |

145 Attempts | 720 Minutes | 6 Sessions

Session #1 on 2022-08-03 at 12:00:00. 30 attempts, over 150 minutes. 
	Whoa! Did much better than expected. Did every move but the first bump (this has gotta be the crux right? Not the move to the jug?) and was semi-close on that a couple times. No left shoe for the heel hook, kind of crazy but the Solutions just have way too insensitive of a heel for that for me.

Session #2 on 2022-08-04 at 17:00:00. 45 attempts, over 180 minutes. 
	Maybe the longest I sat at a boulder, got the top super dialed (brought the Futuras, which work much better than the barefoot method). Just need to link the move to the lip and the first bump. Really hoping I only have to do that once and will finish it off once that happens.

Session #3 on 2022-08-06 at 13:00:00. 20 attempts, over 150 minutes. 
	Another long session of falling on basically the same two moves. Managed to do the bump a couple times in isolation, but VERY low percentage. Came close to doing the bump once from the bottom (but not really even that close, just sorta wildly slapped the crimp with my feet coming off).

Session #4 on 2022-08-07 at 09:30:00. 25 attempts, over 120 minutes. 
	Pretty depressing to keep walking back up here to fall at the same spot over and over. Kind of fully starting to lose motivation. At least the cave is usually much cooler than the rest of the forest so the temperature is pleasant. 

Session #5 on 2022-08-08 at 08:45:00. 15 attempts, over 60 minutes. 
	Tried to wake up early and get better temperature; results very meh. Forgot I don't operate well this early, plus I'm tired, so this was pretty useless. Still did the top a couple of times because I'm loving that part, just that damn bump (and today the move before the bump). At least the forest is very pleasant and still at this hour!

Session #6 on 2022-08-10 at 19:45:00. 10 attempts, over 60 minutes. 
	WARNING: Long ass comment.

Walked up. Felt pretty bad (sprained my ankle yesterday, so figured this would be a decent option because you fall on your back not your feet). Definitely was not one of those days where I felt ""strong"". Basically expected to fall on the same move again, maybe learn some small technique to possibly increase odds (did find a trick, to look away from the hold to do the bump, made me focus on my bottom hand even more).

Pretty quickly it started to get kind of dark, since I didn't get up here until around 7:45 and I realized I couldn't see my feet too well so I set up my phone flashlight on the ground pointing at the feet and gave it a couple attempts from the bottom. First couple didn't connect on the first big move to the little crimp. Eventually I hit it and just felt locked, eyed up the bump hold, looked away, and pushed. Somehow was still on the wall in a spot I'd practiced dozens of time. Didn't get the heel very good, and the crimp felt way worse going from the ground, but everything stayed and I hit the jug (almost blew it taking the heel out, could have definitely done that a lot cleaner).

Pretty gnarly that a month ago I was flopping up (and down) 5 star pillar and making that V0 Dealer look bad, and now I've done the hardest boulder I've ever done. I'm pretty sure I'm the weakest and least skilled climber to ever do this, but sometimes you just need to walk back to the same thing until you fluke into getting to the top.

This is the first thing I feel like I've truly projected in a long time, and the feeling of success after doing it is pretty great! The feeling while projecting it is kind of anxiety inducing though and I don't think I like it, but clearly from the length of this comment it meant a decent amount to me. So tl;dr, I'm happy I did the boulder and in hindsight the process was fun, but I'm not sure if I'd do it again; time to go back to easier stuff.""",,,"""CRUXY""",,"""CRIMPY""",,,"""POWER""",,"""OVERHANG""",,,,
1030,2022-08-08,"""Winding Down""","""Squamish""","""Smoke Bluffs""",0.0,"""5A""",55,,,2,2,1,252,20:02:00,"""DESCRIPTORS:

2 Attempts | 2 Minutes | 1 Sessions

Session #1 on 2022-08-08 at 20:00:00. 2 attempts, over 2 minutes. 
	Never walked so far to find a boulder only 10 minutes away. The combination of so-so directions and overexuberance made it so I walked around for roughly 90 minutes on what was supposed to be a quick journey to tick a Top 198 off the list on a partial rest day. Ended up drenched in sweat, covered in mosquito bites, and very tired. Then the climb was actually pretty scary up top, probably should have put on climbing shoes, or gone over some basics of handjamming.""",,,,,,,,,,,,,,
1030,2022-08-08,"""Vigilante""","""Squamish""","""Smoke Bluffs""",5.0,"""6C""",40,"""HARD""",,10,30,1,600,21:00:00,"""DESCRIPTORS:

10 Attempts | 30 Minutes | 1 Sessions

Session #1 on 2022-08-08 at 20:30:00. 10 attempts, over 30 minutes. 
	Wtf people thought this was soft? Felt very tough to me, but I was having a whopper of a day. Also, don't go here at dusk unless you want swarms of mosquitos following your every move.""",,,,,,,,,,,,,,
1032,2022-08-06,"""Power Launch""","""Squamish""","""North Walls""",8.0,"""7B+""",70,"""SOFT""",,19,65,2,850,16:05:00,"""DESCRIPTORS:

19 Attempts | 65 Minutes | 2 Sessions

Session #1 on 2022-08-03 at 14:45:00. 15 attempts, over 45 minutes. 
	Started to rain lightly but the top hold stayed pretty dry so it was okay. What wasn't okay was how much I needed to poop. Each time I jumped I was slightly afraid a little poo would come out (none did, I made it home in time).

Session #2 on 2022-08-06 at 15:45:00. 4 attempts, over 20 minutes. 
	So fun! Much easier when you don't have to poop desperately.""",,,,,,,,,,,,,,
1032,2022-08-06,"""The Claw""","""Squamish""","""North Walls""",6.0,"""7A""",35,,,5,15,1,700,16:45:00,"""DESCRIPTORS:

5 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2022-08-06 at 16:30:00. 5 attempts, over 15 minutes. 
	Bleh. Very mediocre. Got pretty scared on the topout as I didn't have the pads in the right spot and had no spotter. First move crux? Topout crux? Middle part decently fun I guess.""",,,,,,,,,,,,,,
1032,2022-08-06,"""Shanksville""","""Squamish""","""North Walls""",8.0,"""7B+""",45,"""SOFT""",,8,45,1,850,19:45:00,"""DESCRIPTORS:

8 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2022-08-06 at 19:00:00. 8 attempts, over 45 minutes. 
	Kinda just ""okay"". Had fun on the bottom section, thought the middle section was sort of interesting, and the top out was very weird and uncomfortable and scary without a spotter. I think with a spotter and more pads this would feel really soft.""",,,,,,,,,,,,,,
1032,2022-08-06,"""Astroman""","""Squamish""","""North Walls""",7.0,"""7A+""",65,,,7,30,2,750,20:15:00,"""DESCRIPTORS:

7 Attempts | 30 Minutes | 2 Sessions

Session #1 on 2022-07-23 at 15:45:00. 4 attempts, over 15 minutes. 
	Matching the lip hurt my wrist. Will have to go back in a week or so when it feels better hopefully and finish it off.

Session #2 on 2022-08-06 at 20:00:00. 3 attempts, over 15 minutes. 
	Wrist felt better so I figured I'd try this a few times coming down from Shanksville. Topout ended up being pretty spooky in the heat since I thought my foot might blow and you're definitely not on jugs.""",,,,,,,,,,,,,,
1034,2022-08-04,"""Backwards in an Easy Chair""","""Squamish""","""North Walls""",4.0,"""6B""",50,,"""FLASH""",1,1,1,550,20:16:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-08-04 at 20:15:00. 1 attempts, over 1 minutes. 
	I think this is the first boulder I've topped in like a week? Had to do SOMETHING since all I've been doing is getting shut down recently. Decently fun little climb, very similar to EIAEC (as far as I can remember).""",,,,,,,,,,,,,,
1037,2022-08-01,"""Dilaudid""","""Squamish""","""Shannon Falls""",2.0,"""5C""",40,,,2,5,1,352,14:05:00,"""DESCRIPTORS:

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2022-08-01 at 14:00:00. 2 attempts, over 5 minutes. 
	Holy fuck is this hard to find. Getting to Peter and the Wolf, 4/10 difficult. Getting from Peter and the Wolf to here, 20/10 difficult. Extreme bushwhacking and basically no trail = no fun. This problem was kind of dirty too, 100% not worth the hike. At least most of Moroccan Blonde was good.""",,,,,,,,,,,,,,
1037,2022-08-01,"""Moroccan Blonde""","""Squamish""","""Shannon Falls""",4.0,"""6B""",60,"""HARD""",,10,45,1,500,15:15:00,"""DESCRIPTORS:

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2022-08-01 at 14:30:00. 10 attempts, over 45 minutes. 
	First couple of moves? Really great! After that it got pretty dirty and not as fun, topping out on pine needles over two stashed pads is not really ideal. At least the landing is nice and flat. I don't know if I'd call this the ""best V4 in Squamish"", and factoring in the hike I'm not even sure it's in the top half of the Top-198 V4 list.""",,,,,,,,,,,,,,
1038,2022-07-31,"""Flow Stone""","""Squamish""","""North Walls""",4.0,"""6B""",70,,"""FLASH""",1,1,1,550,11:31:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-07-31 at 11:30:00. 1 attempts, over 1 minutes. 
	Such a relaxing area. No crowd even on a busy weekend, sick river to soak your feet in, solidly average boulder. Would like to try that Whispering Waters one at some point as well, but need to bring out both pads for that.""",,,,,,,,,,,,,,
1040,2022-07-29,"""Nick's Adventure""","""Squamish""","""North Walls""",0.0,"""5A""",65,,"""FLASH""",1,1,1,300,11:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-07-29 at 11:00:00. 1 attempts, over 1 minutes. 
	Nice and fun.""",,,,,,,,,,,,,,
1040,2022-07-29,"""Lost World Overhang""","""Squamish""","""North Walls""",2.0,"""5C""",55,,"""FLASH""",1,1,1,400,11:16:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-07-29 at 11:15:00. 1 attempts, over 1 minutes. 
	A little mossy/dirty and a little weird at the top, still a decent addition to the hundo.""",,,,,,,,,,,,,,
1040,2022-07-29,"""The Land That Time Forgot""","""Squamish""","""North Walls""",6.0,"""7A""",60,,,35,125,3,700,12:20:00,"""DESCRIPTORS:

35 Attempts | 125 Minutes | 3 Sessions

Session #1 on 2022-07-11 at 18:00:00. 15 attempts, over 45 minutes. 
	Eh, maybe I'll stay on the wall one day. Maybe not.

Session #2 on 2022-07-14 at 16:00:00. 15 attempts, over 60 minutes. 
	I suck at this. The other beta is easily but much less pleasant so I'll stick with the original.

Session #3 on 2022-07-29 at 12:00:00. 5 attempts, over 20 minutes. 
	Used the crimp and it made it really easy. Then did the big move with Sage's foot beta and it didn't feel so bad either. Pretty fun either way.""",,,,,,,,,,,,,,
1044,2022-07-25,"""21st Century Digital Boy""","""Squamish""","""Grand Wall""",3.0,"""6A""",65,,"""FLASH""",1,1,1,450,15:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-07-25 at 15:00:00. 1 attempts, over 1 minutes. 
	Successfully figured out Vanessa beta! Extremely proud of that!""",,,,,,,,,,,,,,
1045,2022-07-24,"""Nefarious""","""Squamish""","""Grand Wall""",1.0,"""5B""",70,,"""FLASH""",1,1,1,350,13:01:00,"""DESCRIPTORS:

1 Attempts | 1 Minutes | 1 Sessions

Session #1 on 2022-07-24 at 13:00:00. 1 attempts, over 1 minutes. 
	Really fun new hundy. Did a sick down campus to the start holds.""",,,,,,,,,,,,,,
1046,2022-07-23,"""911""","""Squamish""","""North Walls""",3.0,"""6A""",60,,,2,5,1,402,15:05:00,"""DESCRIPTORS: SCARY |

2 Attempts | 5 Minutes | 1 Sessions

Session #1 on 2022-07-23 at 15:00:00. 2 attempts, over 5 minutes. 
	Grabbed a bunch of the wrong holds the first try. Nice bonus Top 100 for me, since I thought it would be too scary to do but it didn't look too bad and Conor confirmed it wasn't very scary (not that he can be trusted).""",,,,,,,,,,,,,,"""SCARY"""
1046,2022-07-23,"""King for a Day""","""Squamish""","""North Walls""",5.0,"""6C""",65,,,4,15,1,600,16:45:00,"""DESCRIPTORS: SCARY |

4 Attempts | 15 Minutes | 1 Sessions

Session #1 on 2022-07-23 at 16:30:00. 4 attempts, over 15 minutes. 
	Used a knee on the top out to the ledge. Was VERY scared at the top of the boulder, but there is this hidden undercling around left which is a gigantic lifesaver. Thank god Conor yelled up about that, I was starting to panic slightly.""",,,,,,,,,,,,,,"""SCARY"""
1046,2022-07-23,"""FAROUK!""","""Squamish""","""North Walls""",3.0,"""6A""",50,,,2,2,1,402,17:32:00,"""DESCRIPTORS:

2 Attempts | 2 Minutes | 1 Sessions

Session #1 on 2022-07-23 at 17:30:00. 2 attempts, over 2 minutes. 
	Sage said it's a ""3 out of 5"" and I very much agree. Top is a bit scary, bottom is a bit weird, but overall it's pretty good I guess.""",,,,,,,,,,,,,,
1047,2022-07-22,"""Immunity Challenge""","""Squamish""","""Grand Wall""",7.0,"""7A+""",50,,,10,45,1,750,13:45:00,"""DESCRIPTORS:

10 Attempts | 45 Minutes | 1 Sessions

Session #1 on 2022-07-22 at 13:00:00. 10 attempts, over 45 minutes. 
	Crimpy start to a fun middle section and odd top out sequence. Right next to the rockfall debris which was interesting.""",,,,,,,,,,,,,,
