player_name,PitchingLine,role,spWAR,rpWAR,ovr,adj,T,stam,#pit,gb%,FIP-,vsR_FIP-,vsL_FIP-,team_abb
A.J. Blubaugh,"SP, 43 ovr / 20 adj (47 stam, 3 pit) 44 GB% | 191 vsR | 184 vsL | 189 FIP-",SP,-3.6,-1.6,43.0,20,R,47.0,3,44.0,189.0,191.0,184.0,LAD
Ben Lively,"RP, 44 ovr / 20 adj (48 stam, 0 pit) 47 GB% | 176 vsR | 204 vsL | 189 FIP-",RP,0.0,-1.6,44.0,20,R,48.0,0,47.0,189.0,176.0,204.0,CLE
Ben Shields,"SP, 40 ovr / 25 adj (52 stam, 3 pit) 52 GB% | 150 vsR | 150 vsL | 150 FIP-",SP,-1.1,-0.8,40.0,25,L,52.0,3,52.0,150.0,150.0,150.0,
Bennett Sousa,"RP, 52 ovr / 39 adj (15 stam, 2 pit) 54 GB% | 112 vsR | 95 vsL | 105 FIP-",RP,0.0,0.4,52.0,39,L,15.0,2,54.0,105.0,112.0,95.0,MIN
Billy Carlson,"SP, 30 ovr / 20 adj (50 stam, 0 pit) 50 GB% | 355 vsR | 350 vsL | 354 FIP-",SP,-11.5,-4.2,30.0,20,R,50.0,0,50.0,354.0,355.0,350.0,TOR
Bishop Letson,"SP, 37 ovr / 20 adj (58 stam, 1 pit) 49 GB% | 220 vsR | 236 vsL | 227 FIP-",SP,-5.8,-2.3,37.0,20,R,58.0,1,49.0,227.0,220.0,236.0,CHC
Blade Tidwell,"SP, 43 ovr / 20 adj (60 stam, 2 pit) 44 GB% | 164 vsR | 178 vsL | 168 FIP-",SP,-2.3,-1.2,43.0,20,R,60.0,2,44.0,168.0,164.0,178.0,HOU
Blaine Knight,"RP, 42 ovr / 20 adj (39 stam, 1 pit) 45 GB% | 157 vsR | 189 vsL | 169 FIP-",RP,0.0,-1.2,42.0,20,R,39.0,1,45.0,169.0,157.0,189.0,
Blair Calvo,"RP, 36 ovr / 20 adj (19 stam, 1 pit) 62 GB% | 162 vsR | 191 vsL | 177 FIP-",RP,0.0,-1.4,36.0,20,R,19.0,1,62.0,177.0,162.0,191.0,
Blake Burke,"SP, 38 ovr / 20 adj (51 stam, 0 pit) 43 GB% | 397 vsR | 396 vsL | 397 FIP-",SP,-13.1,-4.8,38.0,20,L,51.0,0,43.0,397.0,397.0,396.0,KC
Blake Burkhalter,"RP, 40 ovr / 20 adj (47 stam, 1 pit) 43 GB% | 171 vsR | 174 vsL | 171 FIP-",RP,0.0,-1.2,40.0,20,R,47.0,1,43.0,171.0,171.0,174.0,STL
Blake Mitchell,"RP, 36 ovr / 20 adj (44 stam, 0 pit) 45 GB% | 373 vsR | 370 vsL | 371 FIP-",RP,0.0,-4.4,36.0,20,R,44.0,0,45.0,371.0,373.0,370.0,STL
Blake Snell,"SP, 66 ovr / 66 adj (47 stam, 4 pit) 48 GB% | 85 vsR | 73 vsL | 84 FIP-",SP,4.1,1.0,66.0,66,L,47.0,4,48.0,84.0,85.0,73.0,DET
Blake Townsend,"RP, 38 ovr / 20 adj (48 stam, 0 pit) 38 GB% | 209 vsR | 176 vsL | 200 FIP-",RP,0.0,-1.8,38.0,20,L,48.0,0,38.0,200.0,209.0,176.0,
Blake Treinen,"RP, 50 ovr / 44 adj (14 stam, 4 pit) 54 GB% | 92 vsR | 96 vsL | 93 FIP-",RP,0.0,0.7,50.0,44,R,14.0,4,54.0,93.0,92.0,96.0,PHI
Blake Walston,"RP, 44 ovr / 22 adj (47 stam, 1 pit) 49 GB% | 154 vsR | 147 vsL | 153 FIP-",RP,0.0,-0.8,44.0,22,L,47.0,1,49.0,153.0,154.0,147.0,SD
Blake Wehunt,"RP, 39 ovr / 20 adj (48 stam, 0 pit) 46 GB% | 188 vsR | 209 vsL | 197 FIP-",RP,0.0,-1.8,39.0,20,R,48.0,0,46.0,197.0,188.0,209.0,
Blake Weiman,"RP, 37 ovr / 20 adj (17 stam, 0 pit) 46 GB% | 211 vsR | 147 vsL | 194 FIP-",RP,0.0,-1.7,37.0,20,L,17.0,0,46.0,194.0,211.0,147.0,
Blake Wolters,"SP, 33 ovr / 20 adj (59 stam, 0 pit) 49 GB% | 243 vsR | 265 vsL | 253 FIP-",SP,-7.2,-2.8,33.0,20,R,59.0,0,49.0,253.0,243.0,265.0,TOR
Blane Abeyta,"RP, 40 ovr / 20 adj (47 stam, 2 pit) 49 GB% | 171 vsR | 210 vsL | 187 FIP-",RP,0.0,-1.6,40.0,20,R,47.0,2,49.0,187.0,171.0,210.0,
Blas Castano,"RP, 40 ovr / 20 adj (41 stam, 0 pit) 62 GB% | 169 vsR | 196 vsL | 181 FIP-",RP,0.0,-1.4,40.0,20,R,41.0,0,62.0,181.0,169.0,196.0,
Blaze Alexander,"RP, 47 ovr / 20 adj (21 stam, 0 pit) 48 GB% | 283 vsR | 289 vsL | 287 FIP-",RP,0.0,-3.3,47.0,20,R,21.0,0,48.0,287.0,283.0,289.0,LAA
Bobby Miller,"RP, 45 ovr / 20 adj (47 stam, 2 pit) 55 GB% | 169 vsR | 148 vsL | 160 FIP-",RP,0.0,-1.0,45.0,20,R,47.0,2,55.0,160.0,169.0,148.0,DET
Bobby Witt Jr.,"RP, 80 ovr / 20 adj (38 stam, 0 pit) 48 GB% | 396 vsR | 398 vsL | 397 FIP-",RP,0.0,-4.8,80.0,20,R,38.0,0,48.0,397.0,396.0,398.0,COL
Boston Bateman,"SP, 35 ovr / 20 adj (61 stam, 0 pit) 49 GB% | 235 vsR | 227 vsL | 232 FIP-",SP,-6.1,-2.4,35.0,20,L,61.0,0,49.0,232.0,235.0,227.0,WAS
Bowden Francis,"SP, 48 ovr / 22 adj (55 stam, 3 pit) 39 GB% | 140 vsR | 173 vsL | 155 FIP-",SP,-1.5,-0.9,48.0,22,R,55.0,3,39.0,155.0,140.0,173.0,DET
Brad Deppermann,"RP, 38 ovr / 20 adj (21 stam, 0 pit) 50 GB% | 159 vsR | 211 vsL | 177 FIP-",RP,0.0,-1.4,38.0,20,R,21.0,0,50.0,177.0,159.0,211.0,
Brad Keller,"RP, 48 ovr / 40 adj (21 stam, 4 pit) 60 GB% | 111 vsR | 98 vsL | 103 FIP-",RP,0.0,0.4,48.0,40,R,21.0,4,60.0,103.0,111.0,98.0,TOR
Brad Lord,"SP, 45 ovr / 20 adj (50 stam, 0 pit) 45 GB% | 147 vsR | 174 vsL | 160 FIP-",SP,-1.8,-1.0,45.0,20,R,50.0,0,45.0,160.0,147.0,174.0,
Braden Montgomery,"RP, 39 ovr / 20 adj (21 stam, 0 pit) 48 GB% | 287 vsR | 301 vsL | 291 FIP-",RP,0.0,-3.4,39.0,20,R,21.0,0,48.0,291.0,287.0,301.0,TOR
Braden Nett,"SP, 40 ovr / 20 adj (59 stam, 1 pit) 50 GB% | 178 vsR | 199 vsL | 191 FIP-",SP,-3.7,-1.6,40.0,20,R,59.0,1,50.0,191.0,178.0,199.0,BOS
Bradgley Rodriguez,"RP, 39 ovr / 22 adj (19 stam, 2 pit) 47 GB% | 152 vsR | 162 vsL | 155 FIP-",RP,0.0,-0.9,39.0,22,R,19.0,2,47.0,155.0,152.0,162.0,TEX
Bradley Blalock,"SP, 36 ovr / 20 adj (54 stam, 0 pit) 46 GB% | 210 vsR | 243 vsL | 225 FIP-",SP,-5.7,-2.3,36.0,20,R,54.0,0,46.0,225.0,210.0,243.0,CHW
Bradley Hanner,"RP, 37 ovr / 20 adj (20 stam, 2 pit) 47 GB% | 158 vsR | 211 vsL | 181 FIP-",RP,0.0,-1.5,37.0,20,R,20.0,2,47.0,181.0,158.0,211.0,
Brady Basso,"RP, 46 ovr / 22 adj (37 stam, 1 pit) 48 GB% | 152 vsR | 157 vsL | 153 FIP-",RP,0.0,-0.8,46.0,22,L,37.0,1,48.0,153.0,152.0,157.0,
Brady Choban,"RP, 37 ovr / 20 adj (17 stam, 0 pit) 64 GB% | 162 vsR | 212 vsL | 183 FIP-",RP,0.0,-1.5,37.0,20,R,17.0,0,64.0,183.0,162.0,212.0,
Brady House,"RP, 42 ovr / 20 adj (21 stam, 0 pit) 46 GB% | 315 vsR | 339 vsL | 328 FIP-",RP,0.0,-3.9,42.0,20,R,21.0,0,46.0,328.0,315.0,339.0,OAK
Brady Singer,"SP, 50 ovr / 36 adj (64 stam, 3 pit) 53 GB% | 142 vsR | 127 vsL | 132 FIP-",SP,0.2,-0.3,50.0,36,R,64.0,3,53.0,132.0,142.0,127.0,NYY
Brady Smith,"SP, 29 ovr / 20 adj (57 stam, 0 pit) 49 GB% | 305 vsR | 315 vsL | 311 FIP-",SP,-9.8,-3.7,29.0,20,R,57.0,0,49.0,311.0,305.0,315.0,PHI
Brandan Bidois,"RP, 38 ovr / 20 adj (19 stam, 2 pit) 39 GB% | 162 vsR | 186 vsL | 175 FIP-",RP,0.0,-1.3,38.0,20,R,19.0,2,39.0,175.0,162.0,186.0,
Brandon Barriera,"SP, 33 ovr / 20 adj (54 stam, 0 pit) 48 GB% | 260 vsR | 248 vsL | 256 FIP-",SP,-7.3,-2.8,33.0,20,L,54.0,0,48.0,256.0,260.0,248.0,CHW
Brandon Bielak,"RP, 45 ovr / 20 adj (47 stam, 0 pit) 44 GB% | 164 vsR | 160 vsL | 161 FIP-",RP,0.0,-1.0,45.0,20,R,47.0,0,44.0,161.0,164.0,160.0,
Brandon Birdsell,"SP, 46 ovr / 20 adj (56 stam, 2 pit) 45 GB% | 137 vsR | 193 vsL | 167 FIP-",SP,-2.2,-1.1,46.0,20,R,56.0,2,45.0,167.0,137.0,193.0,CHC
Brandon Clarke,"SP, 37 ovr / 20 adj (51 stam, 2 pit) 59 GB% | 209 vsR | 172 vsL | 204 FIP-",SP,-4.5,-1.9,37.0,20,L,51.0,2,59.0,204.0,209.0,172.0,TOR
Brandon Eisert,"RP, 42 ovr / 33 adj (20 stam, 3 pit) 50 GB% | 136 vsR | 99 vsL | 122 FIP-",RP,0.0,-0.1,42.0,33,L,20.0,3,50.0,122.0,136.0,99.0,
Brandon Hughes,"RP, 38 ovr / 20 adj (18 stam, 2 pit) 38 GB% | 179 vsR | 149 vsL | 172 FIP-",RP,0.0,-1.3,38.0,20,L,18.0,2,38.0,172.0,179.0,149.0,
Brandon Pfaadt,"SP, 50 ovr / 53 adj (65 stam, 2 pit) 46 GB% | 94 vsR | 132 vsL | 106 FIP-",SP,2.2,0.3,50.0,53,R,65.0,2,46.0,106.0,94.0,132.0,BAL
Brandon Sproat,"RP, 48 ovr / 38 adj (49 stam, 2 pit) 58 GB% | 99 vsR | 129 vsL | 109 FIP-",RP,0.0,0.2,48.0,38,R,49.0,2,58.0,109.0,99.0,129.0,SD
Brandon Waddell,"RP, 40 ovr / 20 adj (44 stam, 1 pit) 56 GB% | 172 vsR | 156 vsL | 169 FIP-",RP,0.0,-1.2,40.0,20,L,44.0,1,56.0,169.0,172.0,156.0,
Brandon Walter,"RP, 47 ovr / 30 adj (37 stam, 0 pit) 64 GB% | 134 vsR | 112 vsL | 130 FIP-",RP,0.0,-0.3,47.0,30,L,37.0,0,64.0,130.0,134.0,112.0,
Brandon Williamson,"RP, 37 ovr / 20 adj (41 stam, 0 pit) 42 GB% | 219 vsR | 202 vsL | 215 FIP-",RP,0.0,-2.1,37.0,20,L,41.0,0,42.0,215.0,219.0,202.0,SF
Brandon Woodruff,"SP, 66 ovr / 60 adj (57 stam, 4 pit) 51 GB% | 96 vsR | 95 vsL | 95 FIP-",SP,3.1,0.6,66.0,60,R,57.0,4,51.0,95.0,96.0,95.0,KC
Brandon Young,"SP, 43 ovr / 20 adj (54 stam, 1 pit) 42 GB% | 180 vsR | 186 vsL | 180 FIP-",SP,-3.1,-1.4,43.0,20,R,54.0,1,42.0,180.0,180.0,186.0,CHC
Brandyn Garcia,"RP, 47 ovr / 41 adj (23 stam, 3 pit) 56 GB% | 111 vsR | 86 vsL | 100 FIP-",RP,0.0,0.5,47.0,41,L,23.0,3,56.0,100.0,111.0,86.0,MIA
Branneli Franco,"SP, 27 ovr / 20 adj (59 stam, 0 pit) 54 GB% | 320 vsR | 326 vsL | 323 FIP-",SP,-10.3,-3.8,27.0,20,R,59.0,0,54.0,323.0,320.0,326.0,NYY
Brant Hurter,"SP, 50 ovr / 58 adj (53 stam, 2 pit) 59 GB% | 119 vsR | 81 vsL | 99 FIP-",SP,2.8,0.5,50.0,58,L,53.0,2,59.0,99.0,119.0,81.0,DET
Braxton Ashcraft,"SP, 56 ovr / 62 adj (48 stam, 3 pit) 49 GB% | 90 vsR | 95 vsL | 93 FIP-",SP,3.3,0.7,56.0,62,R,48.0,3,49.0,93.0,90.0,95.0,PIT
Braxton Bragg,"SP, 44 ovr / 20 adj (57 stam, 3 pit) 45 GB% | 175 vsR | 185 vsL | 179 FIP-",SP,-3.0,-1.4,44.0,20,R,57.0,3,45.0,179.0,175.0,185.0,MIL
Braxton Garrett,"SP, 52 ovr / 54 adj (45 stam, 3 pit) 57 GB% | 104 vsR | 104 vsL | 105 FIP-",SP,2.3,0.4,52.0,54,L,45.0,3,57.0,105.0,104.0,104.0,TB
Braxton Roxby,"RP, 37 ovr / 20 adj (20 stam, 2 pit) 46 GB% | 172 vsR | 201 vsL | 184 FIP-",RP,0.0,-1.5,37.0,20,R,20.0,2,46.0,184.0,172.0,201.0,
Brayan Bello,"SP, 48 ovr / 52 adj (52 stam, 2 pit) 57 GB% | 92 vsR | 148 vsL | 107 FIP-",SP,2.1,0.3,48.0,52,R,52.0,2,57.0,107.0,92.0,148.0,BOS
Brayan Castillo,"RP, 36 ovr / 20 adj (32 stam, 2 pit) 44 GB% | 160 vsR | 226 vsL | 191 FIP-",RP,0.0,-1.7,36.0,20,R,32.0,2,44.0,191.0,160.0,226.0,
Braydon Fisher,"RP, 52 ovr / 44 adj (20 stam, 3 pit) 45 GB% | 89 vsR | 96 vsL | 93 FIP-",RP,0.0,0.7,52.0,44,R,20.0,3,45.0,93.0,89.0,96.0,HOU
Braylon Doughty,"SP, 35 ovr / 20 adj (65 stam, 0 pit) 51 GB% | 235 vsR | 245 vsL | 241 FIP-",SP,-6.6,-2.6,35.0,20,R,65.0,0,51.0,241.0,235.0,245.0,MIN
Braylon Payne,"RP, 33 ovr / 20 adj (26 stam, 0 pit) 26 GB% | 396 vsR | 395 vsL | 395 FIP-",RP,0.0,-4.7,33.0,20,L,26.0,0,26.0,395.0,396.0,395.0,ARI
Brenan Hanifee,"RP, 40 ovr / 32 adj (20 stam, 0 pit) 61 GB% | 112 vsR | 150 vsL | 125 FIP-",RP,0.0,-0.2,40.0,32,R,20.0,0,61.0,125.0,112.0,150.0,KC
Brendan Beck,"RP, 43 ovr / 20 adj (46 stam, 0 pit) 51 GB% | 198 vsR | 198 vsL | 198 FIP-",RP,0.0,-1.8,43.0,20,R,46.0,0,51.0,198.0,198.0,198.0,
Brendan Girton,"RP, 38 ovr / 20 adj (41 stam, 2 pit) 62 GB% | 176 vsR | 209 vsL | 192 FIP-",RP,0.0,-1.7,38.0,20,R,41.0,2,62.0,192.0,176.0,209.0,
Brendan White,"RP, 37 ovr / 24 adj (22 stam, 0 pit) 58 GB% | 135 vsR | 172 vsL | 148 FIP-",RP,0.0,-0.7,37.0,24,R,22.0,0,58.0,148.0,135.0,172.0,
Brendon Little,"RP, 45 ovr / 51 adj (16 stam, 3 pit) 75 GB% | 83 vsR | 60 vsL | 77 FIP-",RP,0.0,1.2,45.0,51,L,16.0,3,75.0,77.0,83.0,60.0,BAL
Brennan Bernardino,"RP, 39 ovr / 31 adj (14 stam, 2 pit) 51 GB% | 139 vsR | 98 vsL | 126 FIP-",RP,0.0,-0.2,39.0,31,L,14.0,2,51.0,126.0,139.0,98.0,ATL
Brent Headrick,"RP, 49 ovr / 34 adj (22 stam, 3 pit) 45 GB% | 127 vsR | 99 vsL | 119 FIP-",RP,0.0,0.0,49.0,34,L,22.0,3,45.0,119.0,127.0,99.0,TOR
Brent Honeywell,"RP, 39 ovr / 20 adj (23 stam, 0 pit) 48 GB% | 164 vsR | 193 vsL | 173 FIP-",RP,0.0,-1.3,39.0,20,R,23.0,0,48.0,173.0,164.0,193.0,
Brent Suter,"RP, 39 ovr / 20 adj (33 stam, 1 pit) 48 GB% | 171 vsR | 187 vsL | 174 FIP-",RP,0.0,-1.3,39.0,20,L,33.0,1,48.0,174.0,171.0,187.0,
Brett Baty,"SP, 50 ovr / 20 adj (57 stam, 0 pit) 50 GB% | 396 vsR | 398 vsL | 397 FIP-",SP,-13.0,-4.7,50.0,20,R,57.0,0,50.0,397.0,396.0,398.0,MIN
Brett Wichrowski,"RP, 36 ovr / 20 adj (32 stam, 1 pit) 46 GB% | 219 vsR | 235 vsL | 226 FIP-",RP,0.0,-2.3,36.0,20,R,32.0,1,46.0,226.0,219.0,235.0,PIT
Brett Wisely,"SP, 42 ovr / 20 adj (53 stam, 0 pit) 45 GB% | 397 vsR | 393 vsL | 396 FIP-",SP,-13.0,-4.7,42.0,20,R,53.0,0,45.0,396.0,397.0,393.0,TEX
Brian Fitzpatrick,"SP, 39 ovr / 20 adj (50 stam, 2 pit) 44 GB% | 188 vsR | 184 vsL | 185 FIP-",SP,-3.4,-1.5,39.0,20,L,50.0,2,44.0,185.0,188.0,184.0,
Brian Hendry,"SP, 46 ovr / 48 adj (47 stam, 3 pit) 63 GB% | 91 vsR | 146 vsL | 113 FIP-",SP,1.6,0.1,46.0,48,R,47.0,3,63.0,113.0,91.0,146.0,
Brian Metoyer,"RP, 38 ovr / 29 adj (21 stam, 2 pit) 73 GB% | 133 vsR | 134 vsL | 134 FIP-",RP,0.0,-0.4,38.0,29,R,21.0,2,73.0,134.0,133.0,134.0,
Brian Van Belle,"SP, 42 ovr / 20 adj (52 stam, 0 pit) 51 GB% | 177 vsR | 195 vsL | 186 FIP-",SP,-3.4,-1.5,42.0,20,R,52.0,0,51.0,186.0,177.0,195.0,
Briggs McKenzie,"SP, 30 ovr / 20 adj (59 stam, 0 pit) 48 GB% | 314 vsR | 321 vsL | 318 FIP-",SP,-10.1,-3.8,30.0,20,L,59.0,0,48.0,318.0,314.0,321.0,OAK
Brock Burke,"RP, 45 ovr / 29 adj (19 stam, 2 pit) 50 GB% | 135 vsR | 136 vsL | 134 FIP-",RP,0.0,-0.4,45.0,29,L,19.0,2,50.0,134.0,135.0,136.0,MIA
Brock Porter,"RP, 35 ovr / 20 adj (47 stam, 0 pit) 49 GB% | 248 vsR | 259 vsL | 251 FIP-",RP,0.0,-2.8,35.0,20,R,47.0,0,49.0,251.0,248.0,259.0,BOS
Brock Stewart,"RP, 50 ovr / 42 adj (15 stam, 3 pit) 42 GB% | 96 vsR | 115 vsL | 99 FIP-",RP,0.0,0.5,50.0,42,R,15.0,3,42.0,99.0,96.0,115.0,BAL
Brody Brecht,"SP, 36 ovr / 20 adj (53 stam, 0 pit) 49 GB% | 243 vsR | 241 vsL | 243 FIP-",SP,-6.7,-2.6,36.0,20,R,53.0,0,49.0,243.0,243.0,241.0,SD
Brody Hopkins,"SP, 42 ovr / 20 adj (60 stam, 3 pit) 54 GB% | 175 vsR | 187 vsL | 180 FIP-",SP,-3.1,-1.4,42.0,20,R,60.0,3,54.0,180.0,175.0,187.0,CHW
Brody McCullough,"SP, 45 ovr / 20 adj (53 stam, 3 pit) 46 GB% | 153 vsR | 190 vsL | 173 FIP-",SP,-2.6,-1.3,45.0,20,R,53.0,3,46.0,173.0,153.0,190.0,
Brooks Kriske,"RP, 39 ovr / 20 adj (16 stam, 3 pit) 46 GB% | 158 vsR | 170 vsL | 161 FIP-",RP,0.0,-1.0,39.0,20,R,16.0,3,46.0,161.0,158.0,170.0,
Brooks Raley,"RP, 52 ovr / 49 adj (13 stam, 4 pit) 48 GB% | 91 vsR | 57 vsL | 83 FIP-",RP,0.0,1.0,52.0,49,L,13.0,4,48.0,83.0,91.0,57.0,PHI
Brooks Wilson,"RP, 38 ovr / 20 adj (22 stam, 2 pit) 45 GB% | 162 vsR | 173 vsL | 167 FIP-",RP,0.0,-1.1,38.0,20,R,22.0,2,45.0,167.0,162.0,173.0,
Bruce Zimmermann,"RP, 38 ovr / 20 adj (46 stam, 0 pit) 48 GB% | 202 vsR | 135 vsL | 183 FIP-",RP,0.0,-1.5,38.0,20,L,46.0,0,48.0,183.0,202.0,135.0,
Brusdar Graterol,"RP, 57 ovr / 50 adj (16 stam, 1 pit) 74 GB% | 70 vsR | 97 vsL | 80 FIP-",RP,0.0,1.1,57.0,50,R,16.0,1,74.0,80.0,70.0,97.0,CHW
Bryan Abreu,"RP, 67 ovr / 58 adj (15 stam, 2 pit) 46 GB% | 54 vsR | 69 vsL | 61 FIP-",RP,0.0,1.7,67.0,58,R,15.0,2,46.0,61.0,54.0,69.0,TB
Bryan Baker,"RP, 52 ovr / 38 adj (16 stam, 4 pit) 45 GB% | 106 vsR | 114 vsL | 109 FIP-",RP,0.0,0.3,52.0,38,R,16.0,4,45.0,109.0,106.0,114.0,SD
Bryan Hoeing,"RP, 47 ovr / 25 adj (38 stam, 0 pit) 64 GB% | 114 vsR | 173 vsL | 144 FIP-",RP,0.0,-0.6,47.0,25,R,38.0,0,64.0,144.0,114.0,173.0,MIN
Bryan Hudson,"RP, 47 ovr / 41 adj (20 stam, 3 pit) 51 GB% | 107 vsR | 89 vsL | 101 FIP-",RP,0.0,0.5,47.0,41,L,20.0,3,51.0,101.0,107.0,89.0,WAS
Bryan King,"RP, 49 ovr / 37 adj (15 stam, 2 pit) 52 GB% | 136 vsR | 81 vsL | 112 FIP-",RP,0.0,0.2,49.0,37,L,15.0,2,52.0,112.0,136.0,81.0,SEA
Bryan Lavastida,"RP, 43 ovr / 20 adj (18 stam, 0 pit) 53 GB% | 397 vsR | 399 vsL | 398 FIP-",RP,0.0,-4.8,43.0,20,R,18.0,0,53.0,398.0,397.0,399.0,CHW
Bryan Magdaleno,"RP, 37 ovr / 20 adj (20 stam, 2 pit) 58 GB% | 189 vsR | 102 vsL | 169 FIP-",RP,0.0,-1.2,37.0,20,L,20.0,2,58.0,169.0,189.0,102.0,
Bryan Sammons,"SP, 43 ovr / 20 adj (55 stam, 1 pit) 44 GB% | 195 vsR | 164 vsL | 188 FIP-",SP,-3.6,-1.6,43.0,20,L,55.0,1,44.0,188.0,195.0,164.0,
Bryan Woo,"SP, 70 ovr / 64 adj (63 stam, 4 pit) 47 GB% | 83 vsR | 92 vsL | 87 FIP-",SP,3.8,0.9,70.0,64,R,63.0,4,47.0,87.0,83.0,92.0,COL
Bryce Cunningham,"SP, 34 ovr / 20 adj (56 stam, 0 pit) 44 GB% | 265 vsR | 279 vsL | 270 FIP-",SP,-8.0,-3.1,34.0,20,R,56.0,0,44.0,270.0,265.0,279.0,BAL
Bryce Elder,"SP, 45 ovr / 25 adj (69 stam, 1 pit) 56 GB% | 118 vsR | 185 vsL | 149 FIP-",SP,-1.0,-0.7,45.0,25,R,69.0,1,56.0,149.0,118.0,185.0,LAA
Bryce Eldridge,"SP, 45 ovr / 20 adj (64 stam, 0 pit) 51 GB% | 242 vsR | 261 vsL | 250 FIP-",SP,-7.0,-2.7,45.0,20,R,64.0,0,51.0,250.0,242.0,261.0,CHW
Bryce Hubbart,"RP, 31 ovr / 20 adj (42 stam, 0 pit) 42 GB% | 292 vsR | 261 vsL | 287 FIP-",RP,0.0,-3.3,31.0,20,L,42.0,0,42.0,287.0,292.0,261.0,HOU
Bryce Jarvis,"RP, 38 ovr / 20 adj (37 stam, 0 pit) 48 GB% | 171 vsR | 222 vsL | 195 FIP-",RP,0.0,-1.7,38.0,20,R,37.0,0,48.0,195.0,171.0,222.0,SD
Bryce Mayer,"SP, 40 ovr / 20 adj (59 stam, 2 pit) 45 GB% | 198 vsR | 211 vsL | 205 FIP-",SP,-4.6,-1.9,40.0,20,R,59.0,2,45.0,205.0,198.0,211.0,CHC
Bryce Meccage,"SP, 35 ovr / 20 adj (62 stam, 0 pit) 53 GB% | 251 vsR | 262 vsL | 256 FIP-",SP,-7.3,-2.8,35.0,20,R,62.0,0,53.0,256.0,251.0,262.0,HOU
Bryce Miller,"SP, 58 ovr / 46 adj (67 stam, 1 pit) 44 GB% | 99 vsR | 135 vsL | 117 FIP-",SP,1.4,0.1,58.0,46,R,67.0,1,44.0,117.0,99.0,135.0,SEA
Bryce Montes De Oca,"RP, 37 ovr / 36 adj (18 stam, 3 pit) 52 GB% | 91 vsR | 156 vsL | 115 FIP-",RP,0.0,0.1,37.0,36,R,18.0,3,52.0,115.0,91.0,156.0,
Bryce Rainer,"RP, 32 ovr / 20 adj (43 stam, 0 pit) 47 GB% | 304 vsR | 307 vsL | 307 FIP-",RP,0.0,-3.6,32.0,20,R,43.0,0,47.0,307.0,304.0,307.0,KC
Brycen Mautz,"SP, 42 ovr / 20 adj (55 stam, 1 pit) 44 GB% | 198 vsR | 188 vsL | 195 FIP-",SP,-4.0,-1.7,42.0,20,L,55.0,1,44.0,195.0,198.0,188.0,WAS
Bryse Wilson,"RP, 40 ovr / 20 adj (44 stam, 0 pit) 43 GB% | 158 vsR | 192 vsL | 174 FIP-",RP,0.0,-1.3,40.0,20,R,44.0,0,43.0,174.0,158.0,192.0,
Bubba Chandler,"SP, 49 ovr / 36 adj (64 stam, 4 pit) 46 GB% | 132 vsR | 127 vsL | 132 FIP-",SP,0.2,-0.3,49.0,36,R,64.0,4,46.0,132.0,132.0,127.0,OAK
Buck Farmer,"RP, 39 ovr / 20 adj (16 stam, 2 pit) 41 GB% | 152 vsR | 183 vsL | 167 FIP-",RP,0.0,-1.2,39.0,20,R,16.0,2,41.0,167.0,152.0,183.0,
Burl Carraway,"RP, 32 ovr / 20 adj (17 stam, 2 pit) 56 GB% | 190 vsR | 199 vsL | 195 FIP-",RP,0.0,-1.7,32.0,20,L,17.0,2,56.0,195.0,190.0,199.0,PIT
C.J. Culpepper,"SP, 41 ovr / 20 adj (59 stam, 0 pit) 54 GB% | 169 vsR | 178 vsL | 172 FIP-",SP,-2.6,-1.3,41.0,20,R,59.0,0,54.0,172.0,169.0,178.0,BOS
C.J. Kayfus,"RP, 49 ovr / 20 adj (47 stam, 0 pit) 45 GB% | 397 vsR | 397 vsL | 397 FIP-",RP,0.0,-4.8,49.0,20,L,47.0,0,45.0,397.0,397.0,397.0,TOR
Cade Cavalli,"SP, 49 ovr / 46 adj (60 stam, 1 pit) 53 GB% | 108 vsR | 123 vsL | 116 FIP-",SP,1.4,0.1,49.0,46,R,60.0,1,53.0,116.0,108.0,123.0,CHC
Cade Crossland,"RP, 35 ovr / 20 adj (47 stam, 0 pit) 51 GB% | 244 vsR | 249 vsL | 247 FIP-",RP,0.0,-2.7,35.0,20,L,47.0,0,51.0,247.0,244.0,249.0,NYM
Cade Gibson,"RP, 38 ovr / 20 adj (21 stam, 1 pit) 56 GB% | 182 vsR | 154 vsL | 174 FIP-",RP,0.0,-1.3,38.0,20,L,21.0,1,56.0,174.0,182.0,154.0,
Cade Horton,"SP, 55 ovr / 35 adj (62 stam, 2 pit) 47 GB% | 119 vsR | 157 vsL | 134 FIP-",SP,0.1,-0.4,55.0,35,R,62.0,2,47.0,134.0,119.0,157.0,MIN
Cade Kuehler,"SP, 36 ovr / 20 adj (58 stam, 0 pit) 45 GB% | 243 vsR | 255 vsL | 249 FIP-",SP,-6.9,-2.7,36.0,20,R,58.0,0,45.0,249.0,243.0,255.0,KC
Cade Obermueller,"RP, 33 ovr / 20 adj (44 stam, 1 pit) 46 GB% | 272 vsR | 245 vsL | 264 FIP-",RP,0.0,-3.0,33.0,20,L,44.0,1,46.0,264.0,272.0,245.0,CLE
